14, -8
13, -8
12, -8
11, -9
11, -10
11, -9
11, -8
11, -7
10, -6
9, -6
8, -7
7, -7
8, -7
9, -7
8, -6
7, -6
6, -7
6, -8
5, -8
4, -7
4, -6
4, -5
4, -4
3, -3
2, -3
1, -3
0, -3
-1, -2
-1, -1
-1, 0
0, 1
1, 1
2, 0
1, -1
0, -1
-1, -1
-2, -2
-2, -3
-2, -4
-3, -5
-4, -5
-5, -5
-4, -5
-3, -5
-2, -5
-1, -4
0, -4
1, -4
2, -5
2, -6
2, -7
2, -6
2, -5
2, -4
1, -3
0, -4
0, -5
0, -6
-1, -6
-2, -6
-1, -6
0, -6
1, -6
2, -5
2, -4
2, -3
1, -2
1, -1
1, 0
0, 1
-1, 1
-2, 0
-1, -1
0, 0
0, 1
0, 2
-1, 3
-2, 3
-3, 3
-4, 4
-5, 4
-6, 4
-7, 4
-8, 4
-9, 5
-10, 6
-11, 5
-11, 4
-10, 3
-9, 3
-8, 2
-8, 1
-8, 0
-8, -1
-7, -2
-6, -2
-7, -2
-8, -1
-9, 0
-8, 0
-7, 1
-8, 2
-9, 2
-8, 2
-7, 2
-6, 1
-6, 0
-6, -1
-5, -2
-4, -2
-3, -2
-2, -1
-1, 0
-2, 1
-3, 1
-4, 1
-3, 1
-2, 1
-1, 2
-1, 3
0, 4
1, 3
1, 2
1, 1
0, 0
-1, 1
-1, 2
-1, 1
-1, 0
-2, -1
-3, -1
-2, -1
-1, -1
0, -1
0, 0
0, 1
0, 2
-1, 3
-2, 3
-3, 3
-4, 3
-5, 4
-5, 3
-5, 2
-5, 1
-6, 0
-7, 0
-8, 0
-9, -1
-8, -2
-7, -2
-8, -2
-9, -2
-9, -3
-9, -4
-8, -5
-7, -5
-8, -6
-9, -7
-10, -7
-9, -7
-8, -7
-7, -7
-8, -7
-7, -7
-6, -8
-6, -9
-7, -10
-8, -10
-9, -11
-9, -12
-9, -13
-9, -14
-9, -13
-9, -12
-9, -13
-9, -14
-9, -15
-9, -14
-9, -13
-10, -12
-11, -12
-12, -12
-13, -11
-12, -10
-11, -10
-10, -10
-9, -10
-10, -10
-11, -11
-11, -10
-12, -9
-13, -9
-14, -9
-13, -8
-12, -8
-11, -8
-10, -8
-11, -8
-12, -8
-13, -9
-13, -10
-13, -11
-13, -12
-13, -13
-13, -14
-12, -15
-13, -14
-13, -13
-13, -12
-13, -11
-12, -10
-11, -10
-10, -11
-10, -12
-10, -13
-9, -14
-8, -14
-7, -14
-6, -14
-5, -14
-4, -14
-3, -14
-4, -14
-5, -14
-6, -13
-6, -12
-6, -11
-6, -12
-6, -13
-5, -14
-4, -14
-3, -14
-2, -15
-1, -16
0, -16
1, -16
2, -17
3, -18
3, -19
3, -20
3, -21
3, -22
3, -21
2, -20
1, -20
0, -20
1, -20
2, -20
3, -20
2, -20
1, -21
1, -22
1, -23
1, -24
1, -25
0, -26
-1, -26
-2, -26
-3, -26
-4, -25
-4, -24
-3, -23
-3, -22
-3, -23
-3, -24
-3, -25
-2, -26
-1, -26
0, -26
1, -27
1, -28
1, -29
2, -30
3, -31
4, -31
3, -30
3, -29
3, -28
3, -27
3, -28
3, -29
2, -30
2, -31
3, -32
4, -32
3, -32
2, -32
1, -32
2, -31
2, -30
2, -31
2, -30
2, -29
2, -28
2, -27
3, -26
3, -25
2, -24
1, -24
2, -24
1, -24
0, -25
0, -26
0, -27
1, -28
2, -28
3, -28
4, -29
4, -30
4, -31
5, -32
6, -32
7, -32
8, -32
9, -32
8, -33
7, -33
6, -33
5, -33
6, -33
7, -33
8, -33
9, -33
8, -33
7, -33
6, -34
6, -35
6, -36
6, -37
6, -38
5, -39
6, -38
7, -38
8, -38
7, -38
6, -38
5, -38
4, -39
4, -40
4, -39
4, -38
4, -37
4, -36
4, -37
4, -38
4, -39
3, -40
2, -40
1, -40
0, -41
-1, -42
-2, -41
-2, -40
-2, -39
-2, -38
-2, -37
-2, -38
-2, -39
-2, -40
-1, -41
0, -41
1, -41
2, -42
2, -41
3, -40
4, -40
5, -40
5, -39
5, -38
5, -37
5, -38
5, -39
5, -40
5, -41
6, -40
6, -39
6, -38
6, -37
6, -36
6, -35
6, -34
6, -35
6, -36
5, -37
4, -37
3, -37
4, -37
5, -37
6, -37
7, -37
8, -36
9, -35
10, -35
11, -35
12, -35
13, -35
14, -35
15, -35
16, -34
16, -33
16, -32
17, -31
18, -31
19, -31
20, -31
19, -31
18, -31
17, -31
16, -31
15, -32
15, -33
15, -34
15, -35
14, -36
13, -36
14, -36
15, -36
16, -36
17, -36
16, -37
15, -36
15, -35
15, -34
15, -33
15, -32
15, -31
15, -30
15, -29
15, -28
16, -27
17, -27
18, -27
19, -27
20, -26
20, -25
20, -24
20, -23
20, -22
20, -21
21, -20
22, -20
23, -20
24, -20
25, -20
26, -19
26, -18
26, -17
26, -16
26, -15
27, -14
28, -14
29, -14
30, -14
31, -14
32, -14
33, -13
33, -12
33, -11
33, -10
33, -9
33, -8
32, -7
31, -7
32, -7
33, -7
33, -8
33, -9
33, -10
33, -11
33, -12
34, -13
33, -13
32, -13
31, -13
30, -13
29, -13
28, -14
28, -15
28, -16
28, -17
28, -18
28, -19
29, -20
29, -21
29, -22
30, -23
31, -23
32, -23
33, -24
33, -23
33, -22
33, -21
33, -22
33, -23
33, -24
33, -25
32, -26
32, -27
32, -28
32, -29
32, -30
31, -31
31, -32
31, -33
31, -34
31, -35
31, -36
31, -37
30, -36
29, -36
28, -35
28, -34
28, -33
27, -32
26, -32
25, -32
24, -32
23, -33
23, -34
23, -35
22, -36
21, -35
21, -34
21, -33
21, -32
22, -31
23, -31
24, -31
25, -31
26, -31
27, -31
28, -30
28, -29
28, -28
28, -27
28, -26
28, -25
29, -24
30, -24
31, -24
32, -24
31, -24
30, -25
30, -26
30, -27
30, -28
30, -29
30, -30
31, -31
32, -31
33, -31
34, -31
35, -31
36, -31
35, -32
34, -33
33, -34
33, -35
33, -36
33, -37
33, -38
33, -39
32, -40
31, -41
31, -42
30, -43
29, -43
28, -43
27, -43
26, -43
25, -42
25, -41
25, -40
25, -39
25, -38
24, -37
23, -36
23, -35
23, -34
23, -33
23, -32
22, -31
21, -31
20, -31
19, -31
18, -31
17, -32
17, -33
16, -34
15, -34
14, -35
14, -36
14, -37
14, -38
14, -39
14, -40
14, -39
13, -38
12, -38
11, -38
10, -39
10, -40
10, -41
10, -42
10, -41
10, -40
10, -39
9, -38
8, -38
7, -38
6, -37
6, -36
6, -35
6, -34
6, -33
6, -32
6, -33
7, -34
8, -34
9, -34
10, -34
11, -34
12, -34
13, -33
13, -32
13, -31
13, -30
14, -29
15, -29
14, -29
13, -29
12, -29
11, -29
10, -30
9, -31
8, -32
7, -33
7, -34
7, -35
7, -34
7, -33
7, -32
7, -31
7, -30
6, -29
5, -29
4, -29
3, -29
2, -29
1, -29
0, -28
0, -29
0, -30
0, -31
0, -32
-1, -33
-2, -34
-3, -35
-4, -35
-5, -35
-4, -35
-5, -35
-6, -35
-7, -35
-8, -35
-7, -34
-7, -33
-7, -32
-7, -31
-7, -30
-7, -29
-8, -28
-9, -28
-10, -28
-11, -28
-12, -28
-13, -27
-13, -26
-14, -25
-15, -25
-16, -25
-17, -25
-18, -25
-18, -26
-18, -27
-18, -28
-17, -29
-16, -29
-15, -29
-14, -29
-13, -29
-14, -29
-15, -29
-16, -29
-17, -29
-18, -29
-19, -28
-19, -27
-19, -26
-19, -25
-19, -24
-19, -23
-18, -22
-17, -22
-16, -22
-15, -23
-15, -24
-15, -25
-15, -26
-15, -27
-15, -28
-16, -29
-17, -29
-18, -29
-19, -29
-20, -29
-19, -29
-18, -30
-18, -31
-17, -32
-18, -32
-19, -32
-20, -32
-21, -32
-22, -32
-21, -33
-20, -33
-19, -32
-19, -31
-19, -30
-18, -31
-17, -31
-16, -31
-15, -31
-14, -30
-14, -29
-14, -28
-14, -27
-13, -26
-12, -26
-11, -26
-12, -26
-11, -27
-10, -27
-9, -27
-8, -27
-7, -27
-8, -27
-9, -27
-10, -27
-11, -26
-11, -25
-11, -24
-12, -23
-13, -23
-14, -22
-14, -21
-14, -20
-14, -19
-14, -18
-14, -17
-14, -16
-14, -15
-14, -16
-14, -17
-15, -16
-15, -15
-14, -14
-13, -14
-12, -14
-11, -14
-10, -14
-9, -14
-10, -14
-11, -14
-12, -14
-13, -14
-14, -15
-14, -16
-15, -17
-16, -17
-17, -17
-18, -16
-18, -15
-18, -14
-18, -13
-19, -12
-20, -12
-21, -12
-22, -12
-23, -12
-22, -12
-21, -12
-20, -12
-19, -12
-18, -12
-19, -11
-20, -11
-21, -10
-22, -10
-23, -10
-24, -10
-25, -10
-24, -10
-23, -10
-22, -10
-21, -10
-20, -10
-19, -10
-18, -9
-18, -8
-18, -7
-19, -6
-20, -6
-21, -6
-22, -6
-23, -6
-24, -6
-25, -6
-24, -6
-23, -6
-22, -5
-22, -4
-22, -3
-22, -4
-23, -5
-24, -5
-25, -5
-26, -5
-25, -5
-24, -5
-23, -5
-24, -5
-25, -5
-26, -5
-27, -5
-28, -5
-29, -5
-30, -6
-30, -7
-30, -8
-29, -9
-28, -8
-28, -7
-28, -6
-28, -5
-28, -4
-27, -3
-26, -3
-25, -3
-24, -3
-24, -4
-24, -5
-24, -6
-24, -7
-24, -8
-24, -9
-24, -10
-25, -9
-25, -8
-25, -7
-25, -8
-25, -9
-25, -10
-25, -9
-25, -8
-26, -7
-27, -7
-28, -7
-29, -7
-30, -7
-31, -8
-31, -9
-31, -10
-31, -11
-31, -12
-31, -11
-31, -10
-31, -9
-31, -8
-31, -7
-31, -6
-30, -5
-29, -5
-28, -5
-27, -5
-26, -5
-25, -4
-25, -3
-25, -4
-25, -5
-25, -6
-25, -7
-25, -8
-24, -9
-23, -9
-22, -9
-21, -9
-20, -9
-19, -9
-18, -9
-17, -8
-17, -7
-17, -6
-17, -5
-17, -4
-17, -3
-18, -2
-19, -3
-19, -4
-19, -5
-19, -4
-19, -3
-20, -2
-19, -3
-19, -4
-19, -5
-19, -6
-20, -7
-21, -7
-22, -7
-21, -7
-22, -8
-22, -9
-22, -10
-22, -11
-22, -10
-22, -9
-22, -8
-22, -7
-22, -6
-22, -5
-23, -4
-24, -4
-25, -4
-26, -4
-27, -4
-28, -4
-29, -4
-30, -3
-30, -2
-30, -3
-30, -4
-31, -3
-32, -4
-32, -5
-32, -6
-31, -7
-30, -7
-29, -7
-28, -7
-29, -7
-30, -7
-31, -7
-32, -7
-33, -8
-33, -9
-33, -10
-32, -11
-31, -11
-30, -11
-29, -11
-28, -12
-28, -13
-28, -14
-29, -15
-30, -15
-31, -15
-32, -15
-33, -15
-34, -15
-35, -14
-35, -13
-35, -12
-35, -11
-35, -10
-35, -9
-35, -8
-34, -7
-33, -7
-32, -7
-31, -7
-30, -7
-29, -7
-28, -7
-27, -6
-27, -5
-27, -4
-27, -3
-27, -2
-27, -1
-26, 0
-25, 0
-24, 0
-23, 0
-22, 1
-22, 2
-22, 3
-22, 4
-22, 5
-21, 6
-22, 7
-23, 7
-24, 7
-25, 7
-26, 7
-27, 6
-27, 5
-27, 6
-27, 7
-27, 8
-27, 7
-27, 6
-27, 5
-27, 4
-28, 3
-29, 3
-30, 3
-31, 3
-32, 3
-33, 3
-34, 3
-35, 3
-36, 3
-35, 3
-34, 3
-35, 3
-36, 3
-35, 3
-36, 3
-37, 3
-38, 2
-38, 1
-38, 2
-38, 3
-38, 4
-38, 5
-38, 6
-38, 5
-38, 4
-38, 3
-38, 2
-38, 1
-38, 0
-38, 1
-38, 2
-37, 3
-36, 3
-35, 3
-34, 3
-33, 3
-34, 3
-35, 3
-36, 3
-37, 3
-38, 3
-39, 2
-39, 1
-39, 0
-39, -1
-39, -2
-39, -3
-38, -2
-38, -1
-38, 0
-38, 1
-38, 2
-38, 3
-38, 4
-38, 5
-38, 6
-38, 7
-38, 8
-37, 9
-38, 9
-39, 9
-40, 9
-41, 9
-42, 9
-43, 9
-42, 9
-41, 9
-40, 9
-39, 9
-38, 9
-37, 9
-36, 8
-36, 7
-36, 6
-35, 5
-34, 5
-33, 5
-32, 5
-31, 5
-30, 5
-29, 5
-28, 5
-29, 5
-30, 5
-29, 5
-28, 5
-27, 5
-28, 6
-28, 7
-28, 8
-28, 9
-28, 10
-29, 11
-30, 11
-31, 11
-32, 11
-33, 11
-34, 11
-35, 11
-36, 11
-37, 10
-36, 9
-35, 9
-34, 9
-33, 9
-32, 10
-32, 11
-32, 12
-31, 13
-30, 13
-29, 13
-28, 13
-27, 13
-26, 13
-25, 13
-24, 13
-23, 12
-23, 11
-23, 10
-23, 11
-23, 12
-23, 13
-23, 14
-23, 15
-23, 16
-22, 17
-21, 17
-20, 17
-19, 17
-18, 17
-17, 17
-16, 17
-15, 17
-14, 16
-14, 15
-14, 14
-14, 13
-14, 14
-14, 15
-14, 14
-14, 13
-15, 12
-16, 12
-17, 12
-18, 11
-18, 10
-17, 9
-16, 9
-15, 9
-14, 9
-15, 9
-16, 9
-17, 9
-18, 9
-19, 9
-20, 9
-21, 10
-21, 11
-21, 12
-21, 13
-21, 14
-21, 15
-21, 16
-21, 17
-22, 16
-23, 16
-24, 16
-25, 16
-26, 16
-27, 16
-28, 16
-29, 15
-29, 14
-29, 13
-29, 12
-29, 13
-29, 14
-30, 15
-30, 16
-30, 17
-30, 18
-30, 17
-30, 18
-30, 19
-30, 20
-30, 21
-30, 22
-30, 21
-30, 20
-30, 19
-30, 20
-30, 21
-30, 22
-29, 23
-28, 23
-27, 23
-26, 23
-25, 23
-24, 23
-23, 23
-22, 23
-23, 24
-23, 25
-23, 26
-23, 27
-24, 28
-25, 28
-26, 28
-27, 28
-28, 28
-29, 28
-30, 29
-31, 29
-30, 29
-29, 29
-28, 29
-27, 29
-26, 30
-26, 31
-26, 32
-26, 33
-26, 34
-26, 35
-26, 36
-26, 37
-27, 37
-28, 37
-29, 37
-30, 37
-31, 37
-30, 38
-29, 39
-28, 39
-27, 39
-26, 39
-25, 40
-25, 41
-25, 42
-25, 43
-25, 44
-25, 45
-25, 46
-24, 47
-23, 48
-23, 49
-24, 50
-25, 50
-26, 50
-27, 51
-27, 52
-27, 53
-27, 54
-26, 55
-25, 56
-25, 57
-25, 58
-25, 59
-25, 60
-25, 61
-25, 62
-26, 63
-27, 63
-28, 64
-28, 65
-28, 66
-28, 67
-28, 68
-29, 67
-30, 67
-31, 67
-32, 68
-32, 69
-32, 70
-32, 71
-32, 72
-32, 73
-32, 74
-32, 75
-33, 76
-34, 76
-35, 76
-36, 76
-37, 76
-36, 76
-35, 76
-34, 76
-35, 76
-36, 76
-37, 76
-38, 76
-39, 76
-40, 75
-40, 76
-40, 77
-40, 78
-40, 79
-40, 80
-40, 81
-40, 80
-40, 79
-40, 78
-41, 77
-42, 77
-43, 77
-44, 77
-45, 77
-46, 76
-47, 76
-48, 76
-49, 76
-50, 76
-51, 76
-52, 76
-53, 76
-54, 76
-53, 76
-52, 76
-51, 76
-50, 76
-49, 76
-48, 76
-47, 76
-46, 77
-45, 77
-44, 77
-43, 76
-43, 75
-43, 74
-43, 73
-43, 72
-43, 71
-43, 70
-43, 69
-44, 68
-45, 67
-45, 66
-45, 65
-45, 64
-45, 63
-45, 62
-45, 61
-44, 60
-43, 60
-42, 60
-41, 60
-40, 60
-39, 60
-38, 60
-37, 61
-37, 62
-37, 63
-37, 64
-37, 65
-37, 66
-37, 67
-36, 68
-35, 68
-34, 68
-33, 68
-32, 68
-31, 68
-30, 67
-30, 66
-30, 65
-30, 64
-30, 63
-30, 62
-29, 61
-28, 61
-27, 61
-26, 61
-25, 61
-26, 60
-26, 59
-26, 58
-27, 59
-28, 59
-29, 59
-30, 58
-30, 57
-30, 56
-29, 57
-28, 57
-27, 57
-26, 57
-25, 57
-24, 57
-23, 57
-24, 57
-25, 57
-26, 57
-27, 57
-26, 57
-25, 57
-24, 57
-23, 57
-22, 57
-21, 57
-20, 57
-19, 58
-19, 59
-19, 60
-19, 61
-19, 62
-19, 63
-19, 64
-19, 65
-20, 66
-21, 66
-22, 66
-23, 66
-24, 66
-25, 67
-25, 68
-25, 69
-26, 70
-27, 70
-28, 70
-29, 70
-30, 69
-30, 68
-30, 67
-30, 66
-30, 65
-30, 64
-30, 63
-29, 64
-28, 64
-27, 64
-26, 64
-25, 64
-24, 65
-24, 66
-24, 67
-24, 68
-24, 69
-24, 70
-24, 69
-23, 68
-22, 68
-21, 68
-20, 68
-19, 68
-20, 68
-21, 68
-22, 68
-23, 68
-24, 68
-25, 68
-26, 68
-27, 67
-27, 66
-27, 65
-27, 64
-27, 63
-28, 62
-29, 62
-30, 62
-31, 62
-32, 62
-33, 62
-34, 62
-35, 61
-35, 60
-35, 59
-35, 58
-35, 57
-35, 56
-35, 55
-35, 56
-35, 57
-35, 58
-35, 59
-35, 58
-35, 57
-35, 56
-35, 55
-35, 54
-35, 53
-35, 52
-35, 53
-35, 54
-35, 55
-35, 54
-35, 53
-35, 52
-35, 51
-35, 50
-35, 49
-36, 48
-37, 48
-38, 48
-39, 48
-40, 48
-39, 48
-38, 48
-37, 48
-36, 48
-37, 48
-38, 48
-39, 48
-40, 48
-39, 48
-38, 48
-37, 48
-36, 48
-35, 48
-34, 48
-33, 48
-34, 47
-34, 46
-34, 45
-35, 44
-36, 44
-37, 44
-38, 45
-38, 46
-37, 45
-37, 44
-37, 43
-37, 42
-37, 41
-37, 42
-37, 43
-37, 44
-36, 45
-35, 45
-34, 45
-33, 44
-33, 43
-33, 42
-33, 43
-33, 44
-33, 45
-34, 46
-35, 46
-36, 46
-37, 46
-38, 46
-39, 46
-40, 46
-41, 46
-40, 45
-40, 44
-40, 43
-40, 42
-41, 41
-42, 41
-43, 41
-44, 41
-45, 41
-46, 41
-47, 40
-47, 39
-46, 40
-45, 40
-44, 40
-43, 40
-42, 40
-41, 40
-40, 40
-39, 40
-38, 40
-37, 40
-38, 40
-37, 40
-36, 40
-35, 40
-34, 40
-33, 39
-33, 38
-33, 37
-33, 36
-33, 35
-33, 34
-34, 33
-34, 32
-34, 31
-34, 30
-34, 29
-34, 28
-33, 27
-32, 27
-31, 27
-30, 27
-29, 27
-28, 26
-29, 25
-30, 25
-29, 25
-28, 25
-27, 25
-26, 25
-25, 25
-24, 25
-23, 25
-22, 25
-21, 25
-22, 25
-23, 25
-24, 25
-25, 24
-25, 23
-25, 22
-25, 21
-25, 20
-25, 19
-25, 18
-25, 17
-26, 16
-27, 16
-28, 16
-29, 16
-30, 16
-31, 16
-32, 16
-33, 16
-34, 17
-34, 18
-34, 19
-34, 20
-34, 21
-34, 22
-34, 23
-34, 24
-34, 23
-34, 22
-33, 23
-32, 23
-31, 23
-30, 23
-29, 23
-28, 24
-28, 25
-28, 26
-28, 27
-28, 28
-27, 29
-26, 29
-25, 29
-24, 29
-23, 29
-22, 29
-21, 29
-20, 30
-20, 29
-20, 28
-20, 27
-20, 26
-21, 25
-22, 25
-23, 25
-24, 25
-25, 24
-26, 25
-26, 26
-26, 27
-26, 28
-26, 29
-25, 30
-24, 30
-23, 31
-23, 32
-23, 33
-23, 34
-23, 35
-23, 36
-23, 37
-23, 38
-23, 39
-23, 40
-22, 39
-22, 38
-22, 37
-22, 36
-22, 35
-21, 36
-20, 36
-19, 36
-18, 36
-17, 36
-16, 36
-15, 36
-16, 36
-17, 36
-18, 36
-19, 35
-19, 34
-19, 33
-20, 32
-21, 32
-22, 32
-23, 32
-22, 32
-21, 32
-20, 32
-19, 32
-18, 31
-18, 30
-18, 29
-18, 28
-18, 27
-19, 27
-20, 27
-21, 27
-22, 27
-23, 28
-23, 29
-23, 30
-23, 31
-22, 32
-21, 32
-20, 32
-19, 32
-18, 33
-18, 34
-18, 35
-19, 36
-20, 36
-21, 36
-22, 36
-23, 35
-23, 34
-22, 33
-21, 33
-20, 33
-21, 33
-22, 33
-23, 33
-24, 33
-25, 33
-26, 33
-25, 34
-24, 34
-23, 34
-22, 34
-23, 34
-24, 34
-25, 34
-26, 34
-27, 34
-28, 33
-28, 32
-28, 31
-28, 30
-28, 29
-28, 28
-28, 27
-28, 26
-27, 25
-26, 25
-25, 26
-25, 27
-25, 28
-25, 29
-25, 30
-24, 31
-23, 31
-22, 31
-21, 31
-20, 31
-19, 31
-19, 32
-19, 33
-19, 34
-19, 35
-19, 36
-19, 37
-19, 36
-19, 35
-20, 34
-21, 34
-22, 34
-23, 34
-24, 34
-25, 34
-26, 34
-27, 34
-28, 35
-28, 36
-28, 37
-28, 38
-28, 39
-29, 40
-30, 40
-31, 40
-32, 40
-33, 40
-34, 40
-33, 40
-32, 39
-32, 38
-32, 37
-32, 36
-32, 35
-32, 34
-31, 33
-30, 33
-29, 33
-28, 33
-27, 32
-27, 31
-27, 30
-27, 29
-27, 28
-28, 27
-28, 26
-29, 25
-30, 25
-31, 25
-32, 25
-33, 26
-33, 27
-33, 28
-33, 29
-33, 30
-32, 31
-31, 31
-30, 31
-29, 31
-28, 31
-27, 31
-26, 31
-27, 31
-28, 31
-29, 31
-30, 31
-31, 31
-30, 31
-29, 31
-28, 31
-27, 31
-26, 31
-25, 30
-25, 29
-25, 28
-25, 27
-25, 26
-25, 25
-25, 24
-26, 23
-27, 23
-28, 22
-28, 21
-28, 20
-29, 19
-30, 20
-31, 21
-32, 21
-33, 21
-34, 21
-35, 21
-36, 21
-37, 21
-38, 22
-39, 22
-40, 22
-41, 22
-42, 22
-43, 22
-44, 22
-45, 22
-46, 22
-47, 23
-47, 24
-47, 25
-47, 26
-47, 27
-47, 28
-47, 29
-46, 30
-45, 30
-44, 30
-43, 30
-42, 31
-42, 32
-42, 33
-42, 34
-42, 35
-43, 36
-44, 36
-45, 36
-46, 36
-47, 36
-48, 36
-49, 37
-49, 38
-49, 37
-49, 36
-49, 35
-49, 34
-50, 33
-51, 33
-52, 32
-52, 31
-52, 30
-52, 29
-52, 28
-52, 27
-52, 26
-52, 25
-52, 24
-52, 23
-52, 22
-52, 21
-52, 20
-52, 19
-52, 18
-52, 19
-52, 20
-52, 21
-52, 22
-52, 23
-52, 24
-52, 25
-53, 25
-54, 25
-55, 25
-56, 25
-57, 25
-58, 25
-58, 24
-58, 23
-58, 24
-58, 25
-58, 26
-58, 27
-57, 28
-57, 29
-57, 30
-57, 31
-57, 32
-57, 33
-57, 34
-58, 35
-59, 35
-60, 35
-61, 35
-62, 35
-63, 34
-63, 33
-63, 32
-63, 31
-64, 30
-65, 29
-65, 30
-65, 31
-65, 32
-64, 33
-63, 33
-62, 33
-61, 32
-61, 31
-61, 30
-61, 31
-61, 32
-61, 33
-61, 34
-61, 35
-61, 36
-62, 37
-63, 37
-64, 37
-65, 37
-66, 37
-67, 36
-68, 36
-69, 36
-70, 36
-71, 37
-71, 38
-71, 37
-71, 36
-71, 35
-71, 34
-71, 33
-71, 32
-70, 31
-69, 31
-68, 31
-67, 31
-66, 31
-65, 31
-66, 31
-67, 31
-68, 31
-69, 31
-70, 31
-71, 31
-70, 30
-70, 29
-70, 28
-70, 27
-70, 26
-70, 27
-70, 28
-70, 29
-70, 30
-70, 31
-70, 32
-70, 33
-69, 34
-68, 35
-67, 35
-66, 34
-66, 33
-67, 32
-67, 31
-67, 30
-67, 29
-67, 28
-67, 27
-67, 26
-66, 27
-66, 26
-66, 25
-66, 24
-66, 23
-65, 22
-64, 22
-63, 22
-62, 22
-63, 22
-64, 22
-65, 22
-66, 22
-65, 22
-64, 22
-65, 21
-65, 20
-65, 19
-65, 18
-64, 17
-63, 17
-62, 17
-61, 17
-60, 16
-60, 15
-60, 14
-60, 13
-59, 12
-60, 13
-61, 13
-62, 13
-63, 13
-64, 13
-65, 13
-66, 12
-66, 11
-66, 10
-66, 9
-66, 8
-66, 7
-66, 6
-66, 5
-65, 6
-64, 7
-64, 6
-64, 5
-64, 4
-64, 3
-64, 2
-63, 1
-63, 0
-64, -1
-65, -1
-66, -1
-67, -1
-68, -1
-69, -1
-70, -1
-71, -1
-70, -2
-69, -2
-68, -2
-67, -2
-66, -2
-65, -2
-64, -2
-65, -2
-66, -2
-67, -2
-68, -3
-68, -4
-68, -5
-68, -6
-68, -7
-68, -6
-68, -5
-68, -4
-69, -4
-70, -4
-71, -4
-72, -4
-71, -4
-70, -4
-69, -4
-68, -4
-67, -4
-68, -4
-69, -4
-70, -4
-71, -3
-70, -2
-69, -2
-68, -2
-67, -2
-66, -2
-65, -2
-64, -2
-63, -2
-62, -3
-62, -4
-61, -3
